mtrl_nbr,matrl_typ,prod_hierarchy,fmly_nm,mtrl_grp,specie_nm,fmly_cd,mat_pric_grp,prod_typ_cd,covar_id,variety_nm,variety_cd,scnd_nm,variety_abbrv_cd,rprdctn_typ_nm,gnrtn_cd,basic_mtrl_nbr,basic_mtrl_dsc,semi_100_mtrl_nbr,semi_100_mtrl_dsc,pricing_ref_mtrl_nbr,phase_cd,base_uom_cd,brand_nm,pkg_uom_nm,pkg_uom_desc,pkg_dsc,pkg_typ_dsc,pkg_typ_nm,pkg_siz_nm,trtmnt_cd,trtmnt_dsc,trtmnt_long_dsc,carrier_dsc,seed_enhcmnt_cd,seed_enhcmnt_dsc,mod_dsc,seed_size_dsc,min_wgt_to_size_ratio,nbr_of_sizes_cnt,pllntr_nm,pllntr_abbrv,sllng_env_nm,sllng_env_desc,crop_cd,dffclt_to_prdc_cd,labeling_dsc,pre_prntd_pkg_dsc,matur_index_nbr,brdr_cd,short_mtrl_dsc,chng_dt,blndr_mtrl_dsc,sub_mrkt_nm,sub_sub_mrkt_nm,supply_chain_ownr_nm,pre_cmrcl_nm,shelf_life_days_cnt,royalty_cd,prev_nm_1,prev_nm_2,prev_nm_3,prev_nm_4,prev_nm_5,gross_mrgn_pct,old_mtr_nbr,criticality_nbr,mtrl_pricing_grp_dsc,prod_typ_dsc,gnrtn_nm,basic_tsw,semi_tsw,veg_male_prntl_mtrl_nbr,male_prntl_basic_mtrl_nbr,male_variety_nm,veg_female_prntl_mtrl_nbr,female_prntl_basic_mtrl_nbr,female_variety_nm,carrier_cd,aa_mtrl_cd,brnd_nm_desc,del_ind,futr_mtrl_ind,own_rgn_nm,prod_precmrcl_nm,df_mtrl_ind,scndry_vrty_nm,prod_fmly_cd,prod_fmly_nm,prod_grp_cd,mtrl_grp_desc,owning_segment,refresh_datetime
000000000030366893,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,170106909,SVTD8479,352637,,SVTD8479,HYB,C,000000000030366893,VTV.SVTD8479.DRTY.100.000.000,000000000030366894,VTV.SVTD8479.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8479.DRTY.100.000.000,2025-01-01,,,,SML,23-9P-FDR-8479,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030140607,30140601,FDS-HN20-4963,000000000030251443,30251437,FDR-9P20-1059,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030387413,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,171107109,SVTD8490,354352,,SVTD8490,HYB,C,000000000030387413,VTV.SVTD8490.DRTY.100.000.000,000000000030387414,VTV.SVTD8490.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8490.DRTY.100.000.000,2025-01-01,,,,SML,23-9P-FDR-8490,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000012896457,12896451,FDR-9P16-0914,000000000030387408,30387402,FDR-9P23-1122,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030310430,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,168836809,ADHIK,349057,,ADHIK,HYB,C,000000000030310430,VTV.ADHIK.DRTY.100.000.000,000000000030310431,VTV.ADHIK.SEMI.100.000.000,,5X,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,3,,,OPF,Open Field 1,089H,,,,0.0,,VTV.ADHIK.DRTY.100.000.000,2025-01-01,,,,SML,23-9P-FDR-8478,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030140607,30140601,FDS-HN20-4963,000000000030295966,30295950,FDR-9P22-2111,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030477861,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,172930709,SVTD8505,360705,,SVTD8505,HYB,C,000000000030477861,VTV.SVTD8505.DRTY.100.000.000,000000000030477862,VTV.SVTD8505.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8505.DRTY.100.000.000,2025-04-15,,,,SML,24-9P-FDR-8505,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030477643,30477637,FDR-9P24-3237,000000000030400521,30400515,FDR-9P23-2118,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030387365,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,171126909,SVTD8489,354346,,SVTD8489,HYB,C,000000000030387365,VTV.SVTD8489.DRTY.100.000.000,000000000030387366,VTV.SVTD8489.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8489.DRTY.100.000.000,2025-01-01,,,,SML,23-9P-FDR-8489,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030387193,30387187,FDR-9P23-3186,000000000030387183,30387177,FDR-9P21-1063V,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030144657,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,156983609,SVTD8421,322214,,SVTD8421,HYB,C,000000000030144657,VTV.SVTD8421.DRTY.100.000.000,000000000030144658,VTV.SVTD8421.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,3,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8421.DRTY.100.000.000,2024-01-01,,,,SML,19-9P-FDR-8421,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.867,2.867,000000000030143633,30143627,FDS-HN20-4985,000000000012413425,12413419,FDR9P11-0524,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030141198,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,153543509,SVTD8411,321786,,SVTD8411,HYB,C,000000000030141198,VTV.SVTD8411.DRTY.100.000.000,000000000030141199,VTV.SVTD8411.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,4,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8411.DRTY.100.000.000,2025-01-01,,,,SML,19-9P-FDR-8411,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.867,2.867,000000000030140237,30140231,FDR-9P17-3048,000000000012216810,12216804,FDR9P13-0556,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030464464,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,172723309,SVTD8499,359438,,SVTD8499,HYB,C,000000000030464464,VTV.SVTD8499.DRTY.100.000.000,000000000030464645,VTV.SVTD8499.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8499.DRTY.100.000.000,2025-03-07,,,,SML,24-9P-FDR-8499,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030383664,30383658,FDR-9P23-3132,000000000030295974,30295968,FDR-9P22-1081,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030484292,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,173871908,SVTD9701,361601,,SVTD9701,HYB,C,000000000030484292,VTV.SVTD9701.DRTY.100.000.000,000000000030484293,VTV.SVTD9701.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD9701.DRTY.100.000.000,2025-05-12,,,,SML,24-9P-FDR-9701,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030484381,30484375,FDR-9P24-3232,000000000030484367,30484361,FDR-9P24-1153,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030223769,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,163057209,SVTD8447,340171,,SVTD8447,HYB,C,000000000030223769,VTV.SVTD8447.DRTY.100.000.000,000000000030223770,VTV.SVTD8447.SEMI.100.000.000,,4B,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8447.DRTY.100.000.000,2025-01-01,,,,SML,20-9P-FDR-8447,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030061587,30061581,FDR-9P19-3091,000000000030212598,30212582,FDR-9P21-2093,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030382941,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,170977209,SVTD8030,353922,,SVTD8030,HYB,C,000000000030382941,VTV.SVTD8030.DRTY.100.000.000,000000000030382942,VTV.SVTD8030.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,3,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8030.DRTY.100.000.000,2025-01-06,,,,OPN,24-XJ-FDR-8030,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000012802405,12802399,FDR-XJ17-7150,000000000030382084,30382078,FDR-XJ24-7182,000,DRTY,S - SVS,,,EMEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,OPN,2025-05-15 00:10:02.592369+00:00
000000000030393175,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,171506909,SVTD8495,355310,,SVTD8495,HYB,C,000000000030393175,VTV.SVTD8495.DRTY.100.000.000,000000000030393176,VTV.SVTD8495.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8495.DRTY.100.000.000,2024-09-11,,,,SML,24-9P-FDR-8495,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000013028035,13028029,FDS-HN17-4763,000000000030393069,30392693,FDR-9P23-1120,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030366731,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,170087609,SVTD9833,352662,,SVTD9833,HYB,C,000000000030366731,VTV.SVTD9833.DRTY.100.000.000,000000000030366732,VTV.SVTD9833.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD9833.DRTY.100.000.000,2025-01-01,,,,SML,23-9P-FDR-8482,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000013028035,13028029,FDS-HN17-4763,000000000030366746,30366740,FDR-9P23-2112,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030468603,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,173450108,SVTD8031,359801,,SVTD8031,HYB,C,000000000030468603,VTV.SVTD8031.DRTY.100.000.000,000000000030468604,VTV.SVTD8031.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,3,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8031.DRTY.100.000.000,2025-04-23,,,,OPN,25-XJ-FDR-8031,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000012630424,12630418,FDR-XJ16-7136,000000000030465442,30465436,FDR-XJ25-7186,000,DRTY,S - SVS,,,EMEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,OPN,2025-05-15 00:10:02.592369+00:00
000000000030218481,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,164276809,ADHIRAAJ,338923,,ADHIRAAJ,HYB,C,000000000030218481,VTV.ADHIRAAJ.DRTY.100.000.000,000000000030218482,VTV.ADHIRAAJ.SEMI.100.000.000,,5X,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.ADHIRAAJ.DRTY.100.000.000,2025-01-06,,,,SML,20-9P-FDR-8456,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030143082,30143076,FDS-HN20-4982,000000000030218462,30218456,FDR-9P21-1071V,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030484182,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,173920108,SVTD9706,361602,,SVTD9706,HYB,C,000000000030484182,VTV.SVTD9706.DRTY.100.000.000,000000000030484183,VTV.SVTD9706.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD9706.DRTY.100.000.000,2025-05-09,,,,SML,24-9P-FDR-9706,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030484161,30484155,FDR-9P24-3238,000000000030376386,30376320,FDR-9P22-1091,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030173513,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,158936909,SVTD8084,328143,,SVTD8084,HYB,C,000000000030173513,VTV.SVTD8084.DRTY.100.000.000,000000000030173514,VTV.SVTD8084.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,4,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8084.DRTY.100.000.000,2025-01-06,,,,OPN,19-XJ-FDR-8084,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.867,2.867,000000000012626587,12626581,FDRXJ14-7081,000000000030173426,30173420,FDR-XJ21-7170,000,DRTY,S - SVS,,,NAM,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,OPN,2025-05-15 00:10:02.592369+00:00
000000000030484288,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,173872108,SVTD9704,361631,,SVTD9704,HYB,C,000000000030484288,VTV.SVTD9704.DRTY.100.000.000,000000000030484289,VTV.SVTD9704.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD9704.DRTY.100.000.000,2025-05-12,,,,SML,24-9P-FDR-9704,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000012896457,12896451,FDR-9P16-0914,000000000030484323,30484317,FDR-9P24-2134,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030464646,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,172733709,SVTD8503,359410,,SVTD8503,HYB,C,000000000030464646,VTV.SVTD8503.DRTY.100.000.000,000000000030464647,VTV.SVTD8503.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8503.DRTY.100.000.000,2025-03-07,,,,SML,24-9P-FDR-8503,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030454199,30454193,FDR-9P24-3120,000000000030454191,30454185,FDR-9P24-2132,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030143210,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,153416009,ABHAY,322151,,ABHAY,HYB,C,000000000030143210,VTV.ABHAY.DRTY.100.000.000,000000000030143211,VTV.ABHAY.SEMI.100.000.000,,5X,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,4,,,OPF,Open Field 1,089H,,,,0.0,,VTV.ABHAY.DRTY.100.000.000,2025-01-01,,,,SML,19-9P-FDR-8408,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.867,2.867,000000000030143207,30143191,FDS-HN20-4969,000000000012755672,12755666,FDR-9P16-0920,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030366925,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,170087209,SVTD8481,352669,,SVTD8481,HYB,C,000000000030366925,VTV.SVTD8481.DRTY.100.000.000,000000000030366926,VTV.SVTD8481.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8481.DRTY.100.000.000,2025-01-01,,,,SML,23-9P-FDR-8481,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000012587845,12587839,FDR-9P16-0873,000000000030296137,30296131,FDR-9P22-2110,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030477857,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,172723209,SVTD8496,360704,,SVTD8496,HYB,C,000000000030477857,VTV.SVTD8496.DRTY.100.000.000,000000000030477858,VTV.SVTD8496.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8496.DRTY.100.000.000,2025-04-15,,,,SML,24-9P-FDR-8496,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030400545,30400539,FDR-9P23-3173,000000000030400521,30400515,FDR-9P23-2118,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030173509,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,158927009,SVTD8083,327942,,SVTD8083,HYB,C,000000000030173509,VTV.SVTD8083.DRTY.100.000.000,000000000030173510,VTV.SVTD8083.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,4,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8083.DRTY.100.000.000,2025-01-06,,,,OPN,19-XJ-FDR-8083,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.867,2.867,000000000030173454,30173448,FDR-XJ21-7169,000000000012626587,12626581,FDRXJ14-7081,000,DRTY,S - SVS,,,NAM,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,OPN,2025-05-15 00:10:02.592369+00:00
000000000030310428,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,168827309,SVTD8477,349116,,SVTD8477,HYB,C,000000000030310428,VTV.SVTD8477.DRTY.100.000.000,000000000030310429,VTV.SVTD8477.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,3,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8477.DRTY.100.000.000,2024-09-11,,,,SML,23-9P-FDR-8477,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000013045514,13044418,FDS-HN18-4879,000000000030295966,30295950,FDR-9P22-2111,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030382936,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,170968409,SVTD8029,353892,,SVTD8029,HYB,C,000000000030382936,VTV.SVTD8029.DRTY.100.000.000,000000000030382937,VTV.SVTD8029.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,3,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8029.DRTY.100.000.000,2025-01-06,,,,OPN,24-XJ-FDR-8029,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000012802405,12802399,FDR-XJ17-7150,000000000012690850,12690844,FDR-XJ16-7140,000,DRTY,S - SVS,,,EMEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,OPN,2025-05-15 00:10:02.592369+00:00
000000000030484178,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,173920208,SVTD9702,361634,,SVTD9702,HYB,C,000000000030484178,VTV.SVTD9702.DRTY.100.000.000,000000000030484179,VTV.SVTD9702.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD9702.DRTY.100.000.000,2025-05-09,,,,SML,24-9P-FDR-9702,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030484151,30484145,FDS-HN24-7100,000000000030295916,30295910,FDR-9P20-1057,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030387411,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,171106909,SVTD8494,354351,,SVTD8494,HYB,C,000000000030387411,VTV.SVTD8494.DRTY.100.000.000,000000000030387412,VTV.SVTD8494.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8494.DRTY.100.000.000,2025-01-01,,,,SML,23-9P-FDR-8494,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000012896457,12896451,FDR-9P16-0914,000000000030387398,30387392,FDR-9P23-1124,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
000000000030387420,HALB,Y6197HTVOPFFDR0600,SOLANACEOUS,H197,TOMATO,Y6,TV,FDR,171108109,SVTD8491,354350,,SVTD8491,HYB,C,000000000030387420,VTV.SVTD8491.DRTY.100.000.000,000000000030387421,VTV.SVTD8491.SEMI.100.000.000,,4A,KCS,06,0,N/A,DRTY,DRTY,DIRTY,0000,100,NOT TREATED,Non Treat,Not Applicable,000,Not Applicable,00,0,0.0,0,,,OPF,Open Field 1,089H,,,,0.0,,VTV.SVTD8491.DRTY.100.000.000,2025-01-01,,,,SML,23-HN-FDR-8491,,,,,,,,P0,,,"HYB TOMATO, FMKT DET",FM Determinate Round,Commercial Seed,2.837,2.837,000000000030387328,30387322,FDR-9P23-3155,000000000030387314,30387308,FDR-9P22-1089,000,DRTY,S - SVS,,,SA & SEA,,N-A,,Y6,SOLANACEOUS,H197,TOMATO,SML,2025-05-15 00:10:02.592369+00:00
